ID,Porter,Snow,Lancaster
2912,want to add anoth phone . contact provis .,want to add anoth phone . contact provis .,want to ad anoth phon . contact provid .
88,realli want the new phone from xvyx which ha the pda built in .,realli want the new phone from xvyx which has the pda built in .,real want the new phon from xvyx which has the pda built in .
797,doe not like the way the phone work . It is to difficult compar to hi last phone .,doe not like the way the phone work . it is to difficult compar to his last phone .,doe not lik the way the phon work . it is to difficult comp to his last phon .
1516,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1,ask about how to chang hi ring tone . refer him to web site .,ask about how to chang his ring tone . refer him to web site .,ask about how to chang his ring ton . refer him to web sit .
1004,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
2359,need help learn how to use the phone . I suggest he go back to the store and have the rep teach him .,need help learn how to use the phone . i suggest he go back to the store and have the rep teach him .,nee help learn how to us the phon . i suggest he go back to the stor and hav the rep teach him .
2924,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
336,cant figur out how to check hi vm when out of area . I refer him to our web site .,cant figur out how to check his vm when out of area . i refer him to our web site .,cant fig out how to check his vm when out of are . i refer him to our web sit .
707,He want credit for all these drop call . I told him I would pass him onto a supervisor . He wa realli rude and veri upset . said he could not use us for busi purpos becaus of our useless servic .,he want credit for all these drop call . i told him i would pass him onto a supervisor . he was realli rude and veri upset . said he could not use us for busi purpos becaus of our useless servic .,he want credit for al thes drop cal . i told him i would pass him onto a superv . he was real rud and very upset . said he could not us us for busy purpos becaus of our useless serv .
1279,I wish the handset wa bigger . It is uncomfort use the handset for a long time .,i wish the handset was bigger . it is uncomfort use the handset for a long time .,i wish the handset was big . it is uncomfort us the handset for a long tim .
3411,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
